year,nuts2,nuts3,objective_inequality_index,income_gap,access_to_services,poverty_risk_rate,perceived_injustice,perceived_unfairness,life_satisfaction,economic_optimism,civic_participation,voter_turnout,protest_activity,associational_membership,democratic_trust,institutional_trust,political_efficacy,corruption_perception,media_access_index,local_media_presence,digital_literacy,internet_coverage
2025,DE22,DE221,0.0,,100.0,,38.1,14.4,60.4,39.6,60.4,60.4,,,45.0,11.4,82.1,58.6,33.9,44.8,8.9,48.1
2026,DE22,DE221,21.1,6.8,96.3,52.9,29.5,18.3,59.2,,84.2,,,84.2,46.8,10.9,82.7,,28.7,,5.6,51.8
2016,DE22,DE222,11.9,11.9,,,2.7,,,97.3,72.8,93.6,43.6,81.3,37.3,47.4,40.4,75.8,40.7,99.2,8.6,14.4
2017,DE22,DE222,44.2,10.8,4.3,26.0,58.0,76.0,3.1,99.0,68.0,89.9,46.0,,41.8,,41.8,,7.8,,5.1,10.6
2018,DE22,DE222,60.5,,7.7,28.6,59.6,74.6,0.0,95.9,61.2,,44.1,78.2,36.2,48.4,,76.0,36.2,100.0,1.1,7.4
2019,DE22,DE222,44.0,10.7,6.8,28.0,37.9,73.7,,98.0,84.0,93.1,,75.0,46.7,,46.7,,0.0,,0.0,
2020,DE22,DE222,20.6,14.5,,26.7,,,,,71.7,92.8,49.9,72.5,41.7,51.2,48.6,74.7,36.7,100.0,2.8,7.3
2021,DE22,DE222,46.5,13.3,3.8,30.1,60.3,77.7,3.7,93.1,70.2,91.0,49.5,,40.8,48.1,50.5,76.3,3.3,,1.1,5.5
2022,DE22,DE222,21.1,14.3,,27.8,58.6,79.8,7.4,96.5,64.5,,52.2,76.7,36.0,,48.4,76.4,50.0,100.0,0.0,
2023,DE22,DE222,46.2,17.2,5.2,26.5,61.1,81.1,4.1,93.6,73.7,92.4,49.5,79.3,35.0,,46.2,76.2,48.7,96.5,,0.9
2024,DE22,DE222,46.0,14.7,1.5,24.8,42.2,80.7,,96.3,73.6,93.2,50.5,77.0,43.5,38.7,48.2,,33.4,95.8,4.2,0.1
2025,DE22,DE222,24.2,,,24.2,59.0,81.1,4.3,99.8,62.0,,48.8,75.3,37.7,37.5,47.9,72.2,4.7,,6.2,3.1
2026,DE22,DE222,21.5,20.8,,22.2,48.6,,2.8,100.0,72.7,93.6,50.6,74.0,39.7,34.7,44.6,,36.5,100.0,9.5,0.0
2016,DE22,DE223,58.1,11.3,6.3,69.4,27.0,,71.2,74.7,94.6,,94.6,,46.9,36.6,52.1,47.9,47.4,21.1,39.4,81.6
2017,DE22,DE223,56.5,12.3,9.3,66.4,29.4,,67.7,73.5,89.6,84.2,94.9,,49.0,,49.0,,28.1,17.3,38.9,
2018,DE22,DE223,54.4,9.0,9.6,63.7,46.4,83.6,71.7,72.8,69.5,82.4,,56.6,46.7,37.0,50.0,46.8,47.5,19.8,,75.2
2019,DE22,DE223,48.8,5.5,8.0,,43.5,79.7,75.6,73.5,73.1,,92.4,53.8,47.8,40.8,46.6,44.1,44.5,20.7,39.3,73.4
2020,DE22,DE223,79.7,,8.5,67.8,43.2,77.2,74.6,72.9,74.3,79.0,91.2,52.6,50.2,44.2,49.3,42.9,45.4,20.4,39.0,76.8
2021,DE22,DE223,52.4,0.0,8.2,65.5,49.7,74.0,74.6,,72.4,77.1,90.5,49.5,50.0,45.8,47.7,43.6,48.2,23.6,,72.8
2022,DE22,DE223,33.8,0.0,,67.6,42.8,77.2,73.1,75.8,78.0,78.0,,,48.4,49.5,47.3,,45.5,20.5,44.6,71.5
2023,DE22,DE223,79.7,,9.1,68.4,51.2,78.9,76.5,,64.7,,85.0,44.3,47.3,,47.3,,44.3,21.9,43.1,68.0
2024,DE22,DE223,54.8,3.4,5.3,66.4,41.2,77.9,79.4,75.0,59.1,76.8,,41.4,49.2,46.5,48.3,47.3,69.9,,,69.9
2025,DE22,DE223,47.6,0.2,4.9,,53.5,79.6,,72.6,82.4,75.8,89.1,,52.4,,49.6,44.9,43.7,20.0,43.1,68.0
2026,DE22,DE223,81.9,,2.5,66.3,43.0,81.5,81.6,70.9,83.3,75.1,91.6,,51.4,50.3,52.5,,42.8,19.6,40.6,68.2
2016,DE22,DE224,75.4,63.3,14.1,77.1,32.0,46.7,68.5,82.3,61.5,,95.9,27.1,62.0,39.9,,15.8,57.5,74.0,84.8,13.8
2017,DE22,DE224,74.1,59.3,11.1,74.0,32.0,,68.0,,69.3,42.6,96.0,,46.7,41.4,11.4,12.8,48.8,,86.4,11.1
2018,DE22,DE224,74.7,58.7,8.4,73.7,51.3,51.3,,,52.0,38.7,93.3,23.9,45.9,,8.4,16.7,58.1,76.0,86.1,12.3
2019,DE22,DE224,80.4,,9.0,69.8,35.6,49.7,66.0,76.9,58.5,,93.4,23.5,42.2,34.7,8.7,16.7,57.7,73.3,88.5,11.3
2020,DE22,DE224,75.9,63.4,9.1,73.4,35.2,49.7,64.4,79.7,31.4,37.4,,25.3,41.7,38.6,6.9,20.5,81.3,75.5,87.1,
2021,DE22,DE224,85.8,,5.2,76.9,28.1,,65.1,78.8,54.9,37.9,97.7,29.1,43.1,36.7,10.0,17.4,56.0,75.7,85.7,6.5
2022,DE22,DE224,78.9,,,78.9,38.4,,61.6,,31.5,34.1,,28.9,60.4,36.7,,16.0,78.4,73.8,83.1,
2023,DE22,DE224,78.4,65.8,6.8,76.1,29.6,,60.1,80.7,29.9,32.8,,27.0,46.1,,6.8,14.5,75.6,75.6,,
2024,DE22,DE224,69.5,65.0,,74.0,31.7,41.8,,78.4,63.3,,95.9,30.7,20.9,35.2,6.6,,79.6,,79.6,
2025,DE22,DE224,83.8,,5.0,72.7,34.8,38.2,55.9,77.8,50.2,28.2,94.0,28.5,44.5,38.7,7.7,12.8,41.5,72.7,,10.3
2026,DE22,DE224,75.3,63.5,8.8,71.1,35.4,37.2,53.0,78.1,62.1,,97.3,26.9,44.5,35.8,11.6,14.0,53.0,71.4,78.2,9.5
2016,DE22,DE225,74.4,81.1,50.8,92.8,60.9,56.8,44.6,29.4,42.4,15.8,69.0,,69.6,,91.4,52.3,81.5,,71.9,91.1
2017,DE22,DE225,74.4,78.5,51.7,96.5,52.8,53.3,47.6,,66.1,,66.1,,60.3,43.4,92.8,55.3,57.5,15.1,69.1,88.4
2018,DE22,DE225,71.6,,50.4,93.6,59.4,55.8,48.4,29.3,50.1,9.8,64.3,76.2,69.3,44.2,94.4,,41.8,12.6,71.1,
2019,DE22,DE225,73.6,79.2,49.0,90.5,59.5,58.7,50.9,29.3,70.3,,67.9,72.8,60.6,43.0,94.6,55.7,10.4,10.4,,
2020,DE22,DE225,62.8,78.3,52.6,,53.5,58.7,51.8,,49.6,9.9,64.1,74.7,91.7,,91.7,,56.4,7.5,69.4,92.2
2021,DE22,DE225,71.5,79.7,55.4,90.1,63.0,,47.9,26.1,71.0,,64.2,77.7,61.0,41.8,94.8,53.5,48.8,5.1,,92.4
2022,DE22,DE225,72.9,79.2,53.0,92.6,64.0,60.0,44.0,24.0,41.9,8.4,,75.4,62.3,44.1,95.2,52.5,55.9,5.8,72.4,89.4
2023,DE22,DE225,70.0,75.5,56.9,91.4,,,,,51.7,8.8,71.2,75.2,94.2,,94.2,,54.2,6.9,68.5,87.3
2024,DE22,DE225,71.5,79.2,59.9,95.2,62.1,59.0,50.4,22.4,51.0,6.6,74.7,71.6,70.9,,90.8,49.0,54.9,10.2,67.9,86.5
2025,DE22,DE225,95.5,,,95.5,64.2,61.1,47.9,20.7,43.0,9.1,76.9,,68.2,,87.7,51.4,45.5,6.6,,84.5
2026,DE22,DE225,69.5,73.7,60.6,95.4,67.6,,46.6,18.2,41.4,10.7,,72.1,59.6,44.9,87.3,53.4,51.6,3.3,66.3,85.1
2016,DE22,DE226,52.5,,47.5,,52.0,86.8,82.3,48.6,22.5,5.2,42.0,20.2,88.7,98.3,91.2,23.4,36.2,36.1,57.3,15.3
2017,DE22,DE226,55.8,,44.2,,51.1,86.6,84.0,49.4,32.2,,44.9,19.5,95.4,97.5,93.3,,57.7,,57.7,
2018,DE22,DE226,38.5,,42.0,18.9,50.7,88.0,83.3,52.7,22.6,9.1,42.1,16.7,74.1,,,25.9,37.9,36.5,55.6,21.5
2019,DE22,DE226,40.0,,41.4,21.3,49.8,85.7,81.4,55.0,22.6,11.0,40.7,16.1,80.9,91.7,,29.9,35.5,36.7,51.6,18.3
2020,DE22,DE226,40.0,39.0,43.9,25.0,49.6,83.4,79.6,55.0,24.3,13.6,43.6,15.8,78.5,,90.1,33.0,34.8,,53.2,16.4
2021,DE22,DE226,49.0,39.7,41.7,,33.8,,81.1,51.4,28.6,15.9,41.2,,92.2,92.6,91.8,,36.8,40.1,50.1,20.2
2022,DE22,DE226,42.6,43.0,37.7,22.4,51.8,86.3,82.7,,22.8,15.9,42.7,9.8,90.3,91.1,89.6,,36.7,42.0,50.9,17.2
2023,DE22,DE226,41.3,39.5,35.8,20.2,53.3,89.6,83.0,,22.7,17.4,39.0,11.7,81.1,89.2,88.7,34.6,30.8,41.5,,20.0
2024,DE22,DE226,40.8,40.5,38.7,20.6,52.1,90.6,86.3,,21.8,18.0,35.9,11.5,82.4,92.0,87.1,31.9,37.8,41.5,52.1,19.9
2025,DE22,DE226,50.7,38.9,37.5,,50.5,91.9,86.8,53.6,23.4,20.3,37.0,13.0,79.3,88.8,,30.2,38.6,44.7,54.1,17.1
2026,DE22,DE226,39.8,37.8,34.8,16.5,50.8,93.7,86.8,54.4,22.0,21.3,33.9,10.7,73.4,,,26.6,34.0,,53.6,14.3
2016,DE22,DE227,,,,,37.4,37.4,,,34.5,,34.5,,68.5,99.3,79.9,73.7,52.9,23.9,67.2,67.7
2017,DE22,DE227,41.1,54.9,40.0,8.4,31.0,34.6,47.8,93.7,59.9,83.2,36.6,,67.9,97.8,83.2,77.4,66.0,,63.8,68.2
2018,DE22,DE227,40.1,57.1,44.0,7.3,19.8,33.1,,93.5,42.8,80.3,36.4,11.8,57.9,97.3,,81.4,43.0,24.0,61.9,
2019,DE22,DE227,33.0,55.5,,10.5,30.1,32.2,49.4,92.6,45.3,76.8,,13.8,52.0,,84.0,79.9,42.8,20.1,65.4,
2020,DE22,DE227,43.0,58.8,42.4,12.6,28.7,28.6,52.3,90.1,43.6,80.2,39.9,10.6,68.6,100.0,86.6,80.8,50.7,23.5,62.8,65.7
2021,DE22,DE227,34.2,,42.9,11.3,13.1,,,86.9,45.4,78.7,43.6,14.0,68.0,100.0,88.3,84.4,43.9,21.5,,66.3
2022,DE22,DE227,39.2,55.9,46.5,8.3,35.9,25.9,54.1,,47.4,79.5,,15.2,68.3,100.0,85.8,80.8,49.2,21.2,59.4,67.1
2023,DE22,DE227,32.0,54.3,,9.7,35.6,25.9,54.7,,46.6,77.3,45.8,16.7,60.6,98.1,,76.8,69.9,,,69.9
2024,DE22,DE227,56.8,55.4,41.7,,28.8,26.0,51.6,88.1,49.8,79.8,,19.7,54.3,,88.0,79.4,47.3,17.1,57.3,67.5
2025,DE22,DE227,32.8,,43.2,8.8,26.9,23.9,55.6,87.6,63.5,76.8,50.2,,54.0,,86.2,78.3,,,,
2026,DE22,DE227,57.9,58.6,42.9,,26.7,22.3,56.5,85.6,48.6,78.4,53.2,14.2,69.3,100.0,88.2,80.3,45.3,16.5,56.5,62.8
2016,DE22,DE228,68.5,72.1,48.3,81.7,20.6,17.0,85.4,69.9,50.0,,58.8,41.1,63.9,95.2,,67.4,50.2,80.7,,19.8
2017,DE22,DE228,78.8,74.8,,82.9,14.9,15.2,85.4,,64.3,93.4,60.5,39.0,45.6,97.5,8.2,68.8,50.1,80.8,,19.5
2018,DE22,DE228,70.3,73.6,45.2,82.6,18.6,12.6,89.2,67.7,48.3,,59.6,37.0,46.1,93.5,10.8,66.1,46.4,77.0,,15.8
2019,DE22,DE228,77.6,70.6,,84.6,22.1,,86.0,69.8,62.4,90.1,,34.7,45.5,92.7,13.5,69.6,61.3,74.7,90.5,18.6
2020,DE22,DE228,72.3,,40.7,85.3,18.2,10.7,83.6,72.6,63.8,90.8,62.2,38.5,45.5,92.7,16.2,72.5,57.0,,93.1,20.9
2021,DE22,DE228,66.0,75.7,43.7,,16.0,7.3,87.1,72.3,63.5,90.6,64.4,35.4,54.2,90.9,17.5,,47.4,77.3,,17.5
2022,DE22,DE228,72.1,73.5,45.7,88.6,20.4,11.2,,70.5,49.4,,62.8,36.0,58.6,93.3,,76.0,47.6,74.8,,20.5
2023,DE22,DE228,74.1,73.7,42.0,90.5,12.6,14.9,89.7,,63.3,92.9,61.6,35.5,44.4,93.1,19.9,79.9,62.1,73.2,93.2,19.9
2024,DE22,DE228,67.3,73.7,39.1,,19.8,15.9,91.9,64.6,64.1,92.2,61.8,38.4,42.2,90.1,16.5,79.9,62.2,73.9,92.1,20.5
2025,DE22,DE228,82.5,71.1,,93.9,22.7,,92.4,62.1,93.1,93.1,,,55.1,93.5,,83.2,59.6,70.8,90.9,17.2
2026,DE22,DE228,75.1,71.1,37.7,92.0,20.1,19.1,95.7,63.1,63.4,93.2,,33.5,17.8,,17.2,81.6,61.4,69.7,94.2,20.4
2016,DE22,DE229,80.5,82.4,14.3,73.3,18.9,7.0,93.6,56.7,60.5,17.3,70.4,93.9,34.2,,34.2,,55.2,2.1,85.4,78.2
2017,DE22,DE229,82.2,,11.8,76.1,6.2,3.9,91.4,,59.5,15.7,72.3,90.6,40.9,28.1,31.1,36.4,84.0,,87.3,80.7
2018,DE22,DE229,87.8,87.4,11.9,,7.2,7.3,92.9,,57.6,12.0,72.7,88.1,48.0,,33.2,37.1,43.9,5.3,,82.5
2019,DE22,DE229,82.9,84.3,11.8,76.1,7.6,6.4,91.2,,49.9,8.8,,91.1,40.9,24.5,31.8,33.5,56.5,3.2,86.1,80.1
2020,DE22,DE229,81.5,,13.9,76.9,,,,,82.0,,73.6,90.5,40.9,21.5,34.7,33.5,58.4,6.7,86.1,82.5
2021,DE22,DE229,79.5,81.2,,77.7,22.7,,92.3,62.4,41.1,11.9,70.3,,38.4,17.6,32.1,34.4,84.3,,87.0,81.7
2022,DE22,DE229,81.9,83.8,17.0,78.9,9.8,9.8,,,52.7,13.6,,91.8,20.2,20.2,,,45.6,10.2,,80.9
2023,DE22,DE229,81.0,81.4,19.5,,18.8,7.5,88.8,62.3,46.2,15.5,76.9,,46.3,,28.5,35.9,58.0,7.9,87.6,78.4
2024,DE22,DE229,83.8,83.8,16.3,,19.9,10.5,85.6,65.1,86.7,,79.2,94.1,42.6,21.6,,36.4,83.7,,89.1,78.2
2025,DE22,DE229,83.6,84.9,13.4,79.3,27.7,,83.3,61.4,16.3,16.3,,,35.6,23.2,23.0,39.4,60.1,9.6,91.6,79.0
2026,DE22,DE229,83.4,88.7,15.2,76.7,25.5,,87.0,62.0,62.5,19.2,76.6,91.8,42.7,24.9,,39.5,8.3,8.3,,
2016,DE22,DE22A,48.0,32.0,68.0,80.1,42.7,30.2,44.8,,62.7,51.6,51.6,85.0,31.9,25.2,7.8,37.3,56.2,65.0,96.3,7.4
2017,DE22,DE22A,49.1,36.0,65.4,76.8,32.3,29.8,43.9,88.9,64.1,48.5,55.4,88.5,22.0,22.0,,,57.4,67.2,99.4,5.5
2018,DE22,DE22A,47.8,32.3,64.6,75.7,31.1,28.9,45.4,90.3,64.8,48.9,56.3,89.2,24.8,24.8,,,58.1,69.6,100.0,4.7
2019,DE22,DE22A,47.6,35.4,67.9,75.4,30.5,27.3,45.9,90.0,53.5,50.6,56.4,,19.1,27.1,11.0,,56.4,67.9,96.6,4.8
2020,DE22,DE22A,49.3,36.5,67.4,78.9,41.7,31.0,47.6,,49.0,49.0,,,33.6,28.5,13.2,41.0,57.2,68.3,96.9,6.3
2021,DE22,DE22A,50.0,37.8,67.0,79.2,32.3,32.4,47.4,88.1,66.3,46.1,,86.6,33.7,27.2,12.7,38.9,37.0,66.3,,7.8
2022,DE22,DE22A,49.1,39.2,67.3,75.3,30.3,28.6,48.0,89.7,72.2,,55.3,89.0,11.5,,11.5,,54.7,63.2,93.7,7.1
2023,DE22,DE22A,54.2,,66.1,74.4,28.2,25.7,49.1,91.9,65.0,50.2,59.3,85.6,39.0,,13.4,35.4,65.9,65.9,,
2024,DE22,DE22A,47.4,37.2,66.9,72.0,30.7,28.8,46.9,89.8,65.5,49.6,62.9,84.0,,,,,35.2,63.9,,6.5
2025,DE22,DE22A,38.5,40.5,63.5,,39.0,25.1,47.0,,63.1,48.4,60.2,80.8,40.5,,14.0,33.0,46.8,,90.5,3.1
2026,DE22,DE22A,50.3,41.6,60.4,69.8,15.1,23.7,,93.5,61.1,46.0,59.5,77.9,17.7,23.1,12.3,,46.0,,90.8,1.3
2016,DE22,DE22B,61.7,28.9,35.8,92.0,67.6,60.5,,25.3,70.4,20.8,97.0,93.4,53.3,50.9,33.5,24.4,89.0,74.0,93.5,99.6
2017,DE22,DE22B,62.0,30.3,34.1,89.8,71.6,,34.1,22.7,68.6,18.3,94.0,93.6,51.9,50.7,32.9,28.0,90.1,76.3,93.9,100.0
2018,DE22,DE22B,62.1,32.7,38.1,91.8,63.8,,36.2,,56.4,17.3,95.4,,62.7,51.2,,25.8,97.7,,,97.7
2019,DE22,DE22B,75.9,,37.3,89.1,67.8,60.7,35.2,22.2,70.3,16.1,99.4,95.5,53.3,47.9,35.6,23.5,87.0,73.0,92.7,95.3
2020,DE22,DE22B,59.4,28.9,,89.9,66.9,59.2,37.0,21.6,57.2,18.2,,96.2,53.7,50.2,34.8,23.8,84.9,71.4,,98.4
2021,DE22,DE22B,48.1,31.5,35.3,,58.3,55.8,39.2,,59.3,18.7,99.9,,54.6,,34.7,25.5,82.7,68.9,,96.4
2022,DE22,DE22B,61.2,31.6,,90.9,64.7,52.8,38.1,20.5,15.0,15.0,,,54.3,55.3,31.3,23.6,78.8,65.4,92.1,
2023,DE22,DE22B,60.2,28.2,,92.2,63.2,49.8,,23.3,69.3,12.6,95.2,100.0,42.0,54.4,29.6,,83.4,62.4,93.0,94.7
2024,DE22,DE22B,78.2,,36.8,93.2,60.8,48.2,40.1,25.8,100.0,,,100.0,52.9,52.9,,,84.3,65.1,95.2,92.7
2025,DE22,DE22B,46.7,27.8,34.4,,65.7,,43.0,25.7,56.8,18.4,95.2,,41.6,52.0,31.2,,80.5,68.4,92.6,
2026,DE22,DE22B,61.0,25.4,35.5,93.2,57.2,46.6,46.7,28.4,70.4,16.1,98.8,96.2,51.1,50.9,29.4,27.1,83.2,69.1,89.5,90.9
2016,DE22,DE22C,99.2,,,99.2,30.5,,69.5,,9.2,,4.5,14.0,66.4,,,33.6,54.8,54.8,,
2017,DE22,DE22C,100.0,100.0,,100.0,50.9,73.4,71.7,,9.2,,1.7,16.6,70.1,,,29.9,44.8,54.2,35.3,
2018,DE22,DE22C,65.1,96.5,66.3,,53.7,69.7,71.6,37.0,21.2,41.1,5.4,17.1,57.5,22.4,83.7,33.6,54.4,50.2,,58.5
2019,DE22,DE22C,67.2,99.7,65.4,,54.0,70.7,71.8,36.8,19.2,,,19.2,84.2,,84.2,,47.5,,37.5,57.5
2020,DE22,DE22C,65.5,,62.7,93.8,53.8,72.1,73.9,36.8,22.7,41.0,6.6,20.5,59.6,21.6,87.8,30.6,48.1,49.7,39.9,54.6
2021,DE22,DE22C,68.8,100.0,62.5,,66.2,,,33.8,31.2,38.1,,24.4,47.6,24.8,,29.6,52.0,52.6,,51.4
2022,DE22,DE22C,78.2,100.0,59.0,93.6,51.2,67.0,75.5,37.8,24.0,41.6,4.1,26.3,60.2,28.3,85.0,32.7,47.9,,45.6,50.1
2023,DE22,DE22C,78.1,99.5,57.0,91.8,51.3,68.2,77.7,36.6,23.6,43.4,4.8,22.6,58.8,32.1,85.4,,50.0,,49.6,50.4
2024,DE22,DE22C,77.6,98.3,57.2,91.8,50.9,70.9,79.3,38.8,14.2,,2.6,25.9,59.5,29.5,82.1,33.2,51.9,56.7,49.3,49.8
2025,DE22,DE22C,94.7,100.0,,89.3,49.7,69.0,80.8,39.1,25.3,42.3,4.1,29.5,74.6,,85.8,36.6,51.8,55.5,50.5,49.5
2026,DE22,DE22C,96.2,96.2,,,,,,,27.6,41.8,8.1,32.9,60.1,24.8,88.8,33.4,50.6,57.8,48.0,45.9
2016,DE23,DE231,67.8,93.8,43.5,53.2,43.5,92.0,91.7,69.7,32.5,22.9,35.4,39.2,54.9,89.8,,80.1,55.0,85.1,37.3,42.5
2017,DE23,DE231,65.8,90.3,44.4,51.4,10.9,,89.1,,33.7,24.4,34.6,42.2,56.8,91.6,,78.0,52.8,81.9,34.4,42.1
2018,DE23,DE231,63.9,88.6,44.6,47.7,20.1,,88.9,70.9,27.1,23.5,30.7,,25.0,,,75.0,53.0,84.2,30.6,44.3
2019,DE23,DE231,54.8,,41.2,50.7,22.4,,88.1,67.2,36.4,,28.1,44.7,67.7,92.7,88.3,77.9,51.5,82.7,28.4,43.3
2020,DE23,DE231,66.1,89.0,43.9,53.2,45.9,92.4,88.1,66.5,33.1,23.6,31.4,44.4,64.7,89.6,85.4,81.0,55.6,86.0,25.2,
2021,DE23,DE231,66.1,87.7,46.1,56.8,65.1,94.1,,63.9,31.5,20.9,32.7,40.9,64.5,93.0,84.6,84.1,50.1,84.5,25.3,40.4
2022,DE23,DE231,76.0,91.3,,60.6,50.1,94.5,83.6,60.5,33.4,23.9,35.7,40.5,64.3,92.4,84.9,84.4,59.9,83.1,,36.7
2023,DE23,DE231,,,,,28.8,,80.9,61.4,33.1,20.3,34.8,44.2,64.4,92.9,84.7,84.5,47.9,85.4,21.7,36.5
2024,DE23,DE231,71.7,92.2,40.2,63.1,51.4,97.3,81.5,61.7,39.0,,34.9,43.1,48.7,,83.9,86.5,47.5,84.2,19.2,39.2
2025,DE23,DE231,74.9,88.6,,61.2,50.7,98.1,82.6,63.5,32.7,,32.7,,62.5,92.0,83.2,87.6,48.9,85.0,18.4,43.2
2026,DE23,DE231,67.9,86.1,41.9,59.5,51.3,100.0,78.7,67.4,28.8,20.9,36.6,,63.1,89.7,86.6,87.1,47.7,82.2,17.1,43.8
2016,DE23,DE232,70.1,37.6,19.2,92.0,50.2,98.9,87.0,61.4,46.7,48.1,79.0,13.1,33.1,,42.6,76.4,71.3,,90.8,51.8
2017,DE23,DE232,59.4,36.7,17.9,,50.5,99.8,89.3,58.9,48.4,52.0,77.6,15.6,32.7,,42.3,76.9,56.7,30.6,88.3,51.1
2018,DE23,DE232,72.5,37.5,14.4,94.4,68.7,100.0,,62.7,35.4,54.9,,15.8,27.7,19.2,41.5,77.7,56.8,31.7,91.5,47.3
2019,DE23,DE232,73.2,34.3,10.9,96.3,47.2,100.0,94.4,64.1,48.8,53.3,80.4,12.7,22.8,21.1,,75.5,55.2,33.7,88.3,43.7
2020,DE23,DE232,72.3,31.7,8.5,93.7,21.2,,97.2,60.3,47.8,52.9,76.9,13.7,28.1,20.8,42.0,78.6,55.1,33.6,85.9,45.9
2021,DE23,DE232,71.7,34.1,9.7,90.8,45.4,100.0,100.0,63.7,47.9,52.5,77.1,14.0,27.0,21.2,40.0,80.3,55.1,35.3,87.7,42.2
2022,DE23,DE232,61.1,34.5,12.2,,50.7,100.0,98.6,,15.2,,,15.2,27.2,20.8,43.3,82.6,54.6,38.1,84.2,41.4
2023,DE23,DE232,59.1,33.2,15.0,,44.3,100.0,100.0,67.1,49.1,,82.4,15.8,21.4,24.1,,81.2,58.5,36.4,80.6,
2024,DE23,DE232,72.7,33.3,12.6,97.5,44.7,98.0,97.2,66.7,53.6,58.0,85.2,17.6,29.0,23.5,46.9,83.3,62.5,,83.3,41.7
2025,DE23,DE232,71.5,34.7,15.0,94.9,49.8,94.2,94.7,,53.5,58.9,82.2,19.4,36.5,27.1,46.0,,57.6,34.0,81.3,
2026,DE23,DE232,73.5,38.4,16.6,98.6,97.2,97.2,,,51.5,,83.3,19.8,22.3,26.5,,81.9,54.4,34.0,84.0,45.2
2016,DE23,DE233,24.9,11.8,99.9,62.8,54.5,,88.7,2.2,46.8,46.8,,,67.4,19.0,94.9,11.6,46.8,75.9,,17.7
2017,DE23,DE233,26.2,11.2,97.5,64.8,40.2,70.9,90.5,,68.1,50.3,91.4,62.6,54.8,22.2,,12.7,37.7,79.8,13.4,20.0
2018,DE23,DE233,39.3,14.1,,64.5,58.3,67.8,93.0,0.0,68.6,49.7,87.4,,60.1,24.6,95.6,,38.8,76.2,17.3,22.9
2019,DE23,DE233,17.5,17.5,,,100.0,,,0.0,69.5,52.0,88.4,68.2,71.7,27.3,98.5,10.6,37.2,76.4,14.0,21.1
2020,DE23,DE233,29.8,19.5,95.8,65.6,59.7,68.8,89.6,0.0,67.2,50.0,84.5,67.1,71.6,25.8,98.2,9.2,47.0,75.0,,18.9
2021,DE23,DE233,30.5,21.9,98.9,68.5,59.1,70.2,92.8,0.0,66.6,46.4,85.7,67.8,57.5,26.4,,11.4,34.1,71.1,9.2,21.9
2022,DE23,DE233,29.4,19.3,96.5,65.5,59.9,70.1,88.9,1.6,45.0,45.0,,,55.5,24.2,,13.3,72.4,72.4,,
2023,DE23,DE233,31.7,22.0,93.7,66.9,60.6,72.1,90.3,0.0,69.5,46.6,91.1,70.7,54.9,22.4,,12.6,43.9,76.4,11.4,
2024,DE23,DE233,33.3,23.0,91.8,68.8,61.2,73.2,89.5,0.0,68.1,,,68.1,67.4,24.3,94.5,16.5,53.0,79.0,,27.0
2025,DE23,DE233,31.8,23.1,94.0,66.4,61.1,77.1,90.3,3.5,81.4,,92.0,70.8,68.8,23.4,96.2,13.1,19.1,,12.1,26.2
2026,DE23,DE233,30.1,23.8,97.8,64.2,86.5,73.5,,0.6,68.2,41.1,90.3,73.2,87.1,,,12.9,40.6,80.3,12.5,29.1
2016,DE23,DE234,36.0,,62.5,34.4,73.8,99.0,36.1,41.6,49.1,40.8,52.5,53.9,48.8,94.1,,96.5,39.3,22.2,85.4,10.3
2017,DE23,DE234,0.0,0.0,,,72.2,99.4,39.3,43.6,47.9,38.9,49.5,55.3,57.4,95.8,71.5,95.1,46.1,,83.0,9.3
2018,DE23,DE234,17.9,3.1,,32.6,58.4,,38.5,44.7,45.8,41.4,50.1,,57.8,96.6,69.9,93.0,54.2,22.9,85.4,
2019,DE23,DE234,20.2,3.9,,36.6,77.0,94.1,40.1,,49.7,41.4,,58.0,69.3,,69.3,,84.8,,84.8,
2020,DE23,DE234,38.0,,,38.0,54.0,,,46.0,50.3,43.4,50.1,57.5,34.8,,67.2,97.7,38.7,19.7,83.4,13.0
2021,DE23,DE234,36.8,,61.2,34.7,71.5,98.5,41.2,42.9,51.4,43.9,52.6,57.8,47.7,95.4,,100.0,39.5,22.3,79.8,16.5
2022,DE23,DE234,21.4,5.5,,37.2,69.4,98.7,44.8,45.6,48.0,42.2,,53.8,52.7,96.4,61.6,100.0,,,,
2023,DE23,DE234,8.3,8.3,,,56.5,,42.4,44.6,50.0,43.2,49.0,57.7,53.0,98.2,60.8,100.0,47.0,,81.2,12.7
2024,DE23,DE234,29.5,7.2,60.1,41.4,75.7,98.4,,47.0,51.0,45.4,,56.6,56.9,,56.9,,50.4,15.8,85.1,
2025,DE23,DE234,28.8,4.5,62.5,44.4,69.0,95.0,42.4,45.5,52.2,,44.3,60.1,75.9,94.2,57.6,,37.6,16.5,88.3,7.9
2026,DE23,DE234,21.6,3.2,60.1,,69.7,92.4,41.1,42.1,49.0,44.1,41.2,61.6,91.3,91.3,,,39.8,20.2,89.5,9.7
2016,DE23,DE235,35.4,67.4,96.6,,66.2,43.3,,10.8,26.4,22.6,,30.1,63.3,92.5,6.7,9.2,51.8,72.2,31.3,
2017,DE23,DE235,28.4,70.3,96.9,11.9,92.4,,,7.6,24.0,24.0,,,46.0,,4.5,12.4,51.5,73.0,29.9,
